Timestamp,Location,Branch Name,Category,Gender,Brand,Size,Available Stock,Sold Stock,Price,Season Month
2024-01-19 18:41:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XXL,15,27,7092,January
2024-01-06 11:36:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XS,51,31,920,January
2024-01-06 17:23:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,S,44,31,715,January
2024-01-16 17:33:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,M,42,30,6565,January
2024-01-28 16:22:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,L,55,13,7076,January
2024-01-27 19:34:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XL,11,33,4832,January
2024-01-27 18:50:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XXL,87,35,2870,January
2024-10-28 11:37:32,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XS,66,13,4991,October
2024-10-18 16:26:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,S,83,6,4615,October
2024-04-08 14:55:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,M,89,45,6416,April
2024-03-06 19:59:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,L,25,38,1322,March
2024-02-01 18:07:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XL,17,20,1790,February
2024-06-23 12:57:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XXL,70,18,6656,June
2024-07-04 14:59:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XS,24,24,6251,July
2024-09-19 19:45:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,S,54,45,6951,September
2024-06-06 15:41:58,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,M,35,34,1489,June
2024-06-20 12:19:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,L,43,41,7581,June
2024-11-20 13:02:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XL,71,46,4696,November
2024-09-07 17:52:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XXL,47,5,6894,September
2024-12-07 11:38:51,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XS,34,48,582,December
2024-01-13 12:42:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,S,58,23,6162,January
2024-05-28 19:20:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,M,43,27,4500,May
2024-04-24 20:09:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,L,98,11,2223,April
2024-05-09 19:55:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XL,91,41,3900,May
2024-01-24 19:46:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XXL,20,37,1032,January
2024-10-08 17:16:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XS,28,29,4829,October
2024-10-05 16:58:37,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,S,51,13,5731,October
2024-10-13 18:08:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,M,89,12,4805,October
2024-10-17 17:15:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,L,100,20,5542,October
2024-10-25 10:14:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XL,40,11,2530,October
2024-10-25 19:37:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XXL,30,46,5133,October
2024-10-12 13:53:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XS,32,24,2015,October
2024-10-21 13:57:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,S,65,5,1564,October
2024-10-27 19:08:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,M,76,36,2446,October
2024-10-18 14:37:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,L,100,27,7923,October
2024-10-09 14:42:04,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XL,52,44,7119,October
2024-10-20 18:49:48,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XXL,85,16,4140,October
2024-10-18 14:34:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XS,44,17,4423,October
2024-10-19 10:43:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,S,85,23,2669,October
2024-10-07 20:01:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,M,19,50,5045,October
2024-10-16 19:04:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,L,72,19,3656,October
2024-10-07 15:28:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XL,89,43,3852,October
2024-10-27 14:42:30,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XXL,79,30,533,October
2024-08-15 16:44:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XS,100,39,5419,August
2024-08-16 20:24:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,S,89,31,3736,August
2024-08-15 20:19:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,M,10,48,4311,August
2024-08-04 18:54:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,L,45,42,4102,August
2024-08-20 16:22:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XL,35,47,5667,August
2024-08-10 10:00:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XXL,79,12,3259,August
2024-08-01 18:06:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XS,72,50,5205,August
2024-08-20 20:23:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,S,45,47,6072,August
2024-08-13 16:38:14,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,M,50,9,3334,August
2024-08-23 10:27:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,L,24,26,3039,August
2024-08-24 17:59:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XL,75,47,7895,August
2024-08-27 16:04:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XXL,85,17,5533,August
2024-08-28 11:53:52,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XS,100,46,6287,August
2024-08-12 16:16:02,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,S,21,45,6154,August
2024-08-14 13:17:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,M,88,26,440,August
2024-08-08 15:58:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,L,57,44,5585,August
2024-08-01 10:02:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XL,59,45,4625,August
2024-08-04 11:37:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XXL,62,41,1932,August
2024-01-08 14:11:23,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XS,33,6,6238,January
2024-01-02 20:20:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,S,77,10,3687,January
2024-01-15 17:50:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,M,52,17,6362,January
2024-01-02 20:36:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,L,39,37,1208,January
2024-01-26 11:03:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XL,91,46,2538,January
2024-01-04 17:05:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XXL,60,15,1881,January
2024-01-11 14:51:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,XS,96,8,7687,January
2024-01-22 15:36:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,S,39,32,1362,January
2024-01-08 11:27:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,M,43,29,6209,January
2024-01-06 16:19:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,L,70,6,5773,January
2024-01-25 18:12:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,XL,30,35,6910,January
2024-01-21 15:42:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,XXL,32,36,6251,January
2024-01-22 10:07:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,XS,76,5,6871,January
2024-01-08 20:26:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,S,49,26,620,January
2024-01-04 18:32:30,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,M,59,35,2506,January
2024-01-08 19:11:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,L,72,48,3508,January
2024-01-13 20:47:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,XL,13,7,6465,January
2024-01-16 14:37:37,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Blackberrys,XXL,63,38,3291,January
2024-10-10 16:19:31,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,XS,81,18,1331,October
2024-10-01 10:25:09,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,S,89,50,4463,October
2024-10-11 16:55:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,M,19,35,5771,October
2024-10-06 10:29:02,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,L,44,38,5189,October
2024-10-20 18:51:20,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,XL,46,44,7714,October
2024-10-13 18:19:07,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Max,XXL,23,47,2326,October
2024-10-25 14:00:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Suits,Men,Raymond,XS,99,14,1241,October
