Timestamp,Location,Branch Name,Category,Gender,Brand,Size,Available Stock,Sold Stock,Total Items,Price,Restock Needed,Season Month,Data Split
1/4/2023 11:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Peter England,XL,29,43,72,3011,No,Jan,Train
1/4/2023 12:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Peter England,XXL,24,36,60,2615,No,Jan,Train
1/4/2023 12:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,XS,32,10,42,7225,No,Jan,Train
1/4/2023 13:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,S,103,12,115,3814,No,Jan,Train
1/4/2023 13:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,M,54,27,81,564,No,Jan,Train
1/4/2023 14:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,L,39,10,49,3439,No,Jan,Train
1/4/2023 16:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,XL,56,41,97,1506,No,Jan,Train
1/4/2023 16:16,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Shirts,Men,Raymond,XXL,10,22,32,720,No,Jan,Train
1/4/2023 16:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,XS,21,6,27,5114,No,Jan,Train
1/4/2023 17:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,S,41,38,79,3659,No,Jan,Train
1/4/2023 17:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,M,22,21,43,3531,No,Jan,Train
1/4/2023 17:37,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,L,67,16,83,1821,No,Jan,Train
1/4/2023 18:32,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,XL,94,9,103,1520,No,Jan,Train
1/4/2023 19:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Max,XXL,63,30,93,6170,No,Jan,Train
1/4/2023 19:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,XS,28,35,63,2681,No,Jan,Train
1/4/2023 19:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,S,77,32,109,7213,No,Jan,Train
1/5/2023 10:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,M,96,16,112,3152,No,Jan,Train
1/5/2023 10:57,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,L,46,4,50,4047,No,Jan,Train
1/5/2023 12:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,XL,97,50,147,7451,No,Jan,Train
1/5/2023 14:14,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,XXL,110,30,140,7410,No,Jan,Train
1/5/2023 14:19,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XS,20,43,63,3028,No,Jan,Train
1/5/2023 14:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,S,85,29,114,2926,No,Jan,Train
1/5/2023 15:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,M,18,13,31,609,No,Jan,Train
1/5/2023 17:09,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,L,17,12,29,7651,No,Jan,Train
1/5/2023 17:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XL,20,7,27,7878,No,Jan,Train
1/5/2023 17:52,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XXL,79,39,118,7925,No,Jan,Train
1/5/2023 18:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XS,30,21,51,5359,No,Jan,Train
1/5/2023 20:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,S,93,39,132,7282,No,Jan,Train
1/6/2023 10:00,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,M,41,10,51,5850,No,Jan,Train
1/6/2023 10:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,L,49,23,72,1803,No,Jan,Train
1/6/2023 11:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XL,95,20,115,883,No,Jan,Train
1/6/2023 11:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XXL,76,34,110,7175,No,Jan,Train
1/6/2023 11:50,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XS,81,40,121,4094,No,Jan,Train
1/6/2023 13:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,S,56,15,71,484,No,Jan,Train
1/6/2023 14:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,M,99,22,121,472,No,Jan,Train
1/6/2023 14:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,L,21,5,26,6561,No,Jan,Train
1/6/2023 16:19,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XL,83,40,123,1159,No,Jan,Train
1/6/2023 16:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XXL,33,22,55,5031,No,Jan,Train
1/6/2023 16:41,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XS,27,19,46,4854,No,Jan,Train
1/6/2023 17:04,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,S,44,23,67,7324,No,Jan,Train
1/6/2023 17:23,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,M,32,32,64,581,No,Jan,Train
1/6/2023 17:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,L,33,30,63,4511,No,Jan,Train
1/6/2023 18:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XL,64,14,78,7184,No,Jan,Train
1/6/2023 18:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XXL,55,14,69,2123,No,Jan,Train
1/6/2023 20:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XS,18,34,52,4024,Yes,Jan,Train
1/6/2023 20:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,S,91,30,121,1109,No,Jan,Train
1/7/2023 10:02,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,M,36,19,55,1022,No,Jan,Train
1/7/2023 10:57,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,L,64,5,69,2585,No,Jan,Train
1/7/2023 11:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XL,74,15,89,7151,No,Jan,Train
1/7/2023 12:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XXL,100,27,127,6969,No,Jan,Train
1/7/2023 12:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XS,84,16,100,2090,No,Jan,Train
1/7/2023 15:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,S,69,14,83,4477,No,Jan,Train
1/7/2023 15:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,M,53,19,72,4065,No,Jan,Train
1/7/2023 16:00,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,L,86,44,130,807,No,Jan,Train
1/7/2023 16:21,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XL,67,40,107,7083,No,Jan,Train
1/7/2023 16:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XXL,46,20,66,6172,No,Jan,Train
1/7/2023 18:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XS,91,28,119,5472,No,Jan,Train
1/7/2023 19:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,S,67,42,109,3693,No,Jan,Train
1/7/2023 19:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,M,47,46,93,911,No,Jan,Train
1/7/2023 20:19,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,L,35,27,62,6887,No,Jan,Train
1/8/2023 10:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XL,13,50,63,7451,Yes,Jan,Train
1/8/2023 10:40,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XXL,80,28,108,490,No,Jan,Train
1/8/2023 11:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XS,92,8,100,5428,No,Jan,Train
1/8/2023 11:51,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,S,75,41,116,2185,No,Jan,Train
1/8/2023 13:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,M,53,15,68,5012,No,Jan,Train
1/8/2023 14:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XL,57,20,77,3048,No,Jan,Train
1/8/2023 14:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,L,80,22,102,1867,No,Jan,Train
1/8/2023 14:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XXL,18,32,50,7092,Yes,Jan,Train
1/8/2023 15:20,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XS,52,29,81,920,No,Jan,Train
1/8/2023 16:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,S,46,30,76,715,No,Jan,Train
1/8/2023 17:04,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,M,38,28,66,6565,No,Jan,Train
1/8/2023 17:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,L,61,11,72,7076,No,Jan,Train
1/8/2023 18:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XL,12,35,47,4832,Yes,Jan,Train
1/8/2023 18:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XXL,91,36,127,2870,No,Jan,Train
1/8/2023 19:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XS,77,13,90,4991,No,Jan,Train
1/8/2023 20:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,S,84,5,89,4615,No,Jan,Train
1/9/2023 10:15,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,M,98,49,147,6416,No,Jan,Train
1/9/2023 11:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,L,24,31,55,1322,No,Jan,Train
1/9/2023 16:21,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XL,18,20,38,1790,No,Jan,Train
1/9/2023 17:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XXL,72,21,93,6656,No,Jan,Train
1/9/2023 18:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XS,26,20,46,6251,No,Jan,Train
1/9/2023 19:15,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,S,55,40,95,6951,No,Jan,Train
1/9/2023 20:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,M,36,33,69,1489,No,Jan,Train
1/9/2023 20:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,L,49,37,86,7581,No,Jan,Train
1/10/2023 10:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XL,71,37,108,4696,No,Jan,Train
1/10/2023 11:14,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XXL,42,5,47,6894,No,Jan,Train
1/10/2023 11:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XS,42,41,83,582,No,Jan,Train
1/10/2023 13:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,S,69,23,92,6162,No,Jan,Train
1/10/2023 14:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,M,40,23,63,4500,No,Jan,Train
1/10/2023 14:58,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,L,110,12,122,2223,No,Jan,Train
1/10/2023 16:35,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XL,91,36,127,3900,No,Jan,Train
1/10/2023 17:48,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XXL,22,34,56,1032,No,Jan,Train
1/10/2023 18:09,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XS,30,30,60,4829,No,Jan,Train
1/10/2023 18:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,S,52,11,63,5731,No,Jan,Train
1/10/2023 18:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,M,86,12,98,4805,No,Jan,Train
1/10/2023 19:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,L,98,22,120,5542,No,Jan,Train
1/10/2023 19:54,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XL,38,9,47,2530,No,Jan,Train
1/10/2023 20:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XXL,29,45,74,5133,No,Jan,Train
1/11/2023 10:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XS,33,23,56,2015,No,Jan,Train
1/11/2023 10:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,S,64,5,69,1564,No,Jan,Train
1/11/2023 10:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,M,85,30,115,2446,No,Jan,Train
1/11/2023 10:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,L,120,22,142,7923,No,Jan,Train
1/11/2023 13:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XL,52,44,96,7119,No,Jan,Train
1/11/2023 14:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XXL,91,16,107,4140,No,Jan,Train
1/11/2023 14:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XS,48,17,65,4423,No,Jan,Train
1/11/2023 14:51,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,S,93,23,116,2669,No,Jan,Train
1/11/2023 15:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,M,20,44,64,5045,No,Jan,Train
1/11/2023 15:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,L,81,18,99,3656,No,Jan,Train
1/11/2023 16:21,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XL,98,42,140,3852,No,Jan,Train
1/11/2023 18:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XXL,73,26,99,533,No,Jan,Train
1/11/2023 18:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XS,114,44,158,5419,No,Jan,Train
1/11/2023 19:30,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,S,101,31,132,3736,No,Jan,Train
1/11/2023 20:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,M,10,40,50,4311,Yes,Jan,Train
1/11/2023 20:20,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,L,47,43,90,4102,No,Jan,Train
1/12/2023 10:07,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XL,39,40,79,5667,No,Jan,Train
1/12/2023 10:19,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XXL,81,12,93,3259,No,Jan,Train
1/12/2023 12:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XS,83,53,136,5205,No,Jan,Train
1/12/2023 12:40,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,S,58,41,99,6072,No,Jan,Train
1/12/2023 12:52,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,M,49,9,58,3334,No,Jan,Train
1/12/2023 13:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,L,22,26,48,3039,No,Jan,Train
1/12/2023 14:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XL,81,49,130,7895,No,Jan,Train
1/12/2023 14:48,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XXL,95,19,114,5533,No,Jan,Train
1/12/2023 15:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XS,103,43,146,6287,No,Jan,Train
1/12/2023 17:48,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,S,25,39,64,6154,No,Jan,Train
1/12/2023 19:00,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,M,81,22,103,440,No,Jan,Train
1/12/2023 20:23,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,L,64,38,102,5585,No,Jan,Train
1/12/2023 20:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XL,58,42,100,4625,No,Jan,Train
1/12/2023 20:38,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XXL,76,40,116,1932,No,Jan,Train
1/12/2023 20:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XS,41,6,47,6238,No,Jan,Train
1/12/2023 20:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,S,75,10,85,3687,No,Jan,Train
1/12/2023 20:59,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,M,52,16,68,6362,No,Jan,Train
1/13/2023 11:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,L,44,41,85,1208,No,Jan,Train
1/13/2023 11:54,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XL,92,42,134,2538,No,Jan,Train
1/13/2023 11:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XXL,63,18,81,1881,No,Jan,Train
